model: yolov8l.yaml (Train8) 500 epochs
                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    480,                0.26827,                0.20729,                0.89604,                0.98808,                0.98475,                0.99442,                0.99179,                0.13124,                0.10988,                0.75201,              0.0005356,              0.0005356,              0.0005356
                    481,                 0.2678,                0.20889,                0.89636,                0.98807,                0.98489,                0.99442,                 0.9918,                0.13084,                0.10988,                 0.7518,              0.0005158,              0.0005158,              0.0005158
                    482,                0.26613,                 0.2053,                0.89403,                0.98821,                0.98505,                0.99442,                0.99183,                0.13035,                0.10966,                0.75158,               0.000496,               0.000496,               0.000496
                    483,                0.26553,                 0.2067,                0.89504,                0.98848,                0.98492,                0.99443,                0.99188,                0.12996,                0.10957,                0.75139,              0.0004762,              0.0004762,              0.0004762
                    484,                0.26314,                0.20525,                0.89332,                0.98862,                0.98485,                0.99443,                 0.9919,                0.12963,                0.10934,                 0.7512,              0.0004564,              0.0004564,              0.0004564
                    485,                0.26052,                0.20212,                0.89196,                0.98876,                0.98473,                0.99444,                0.99191,                0.12931,                0.10915,                  0.751,              0.0004366,              0.0004366,              0.0004366
                    486,                0.25944,                0.20055,                 0.8917,                0.98853,                 0.9849,                0.99444,                0.99191,                0.12891,                0.10872,                0.75077,              0.0004168,              0.0004168,              0.0004168
                    487,                0.25852,                0.20302,                0.89107,                0.98841,                0.98502,                0.99444,                0.99194,                0.12859,                0.10847,                0.75059,               0.000397,               0.000397,               0.000397
                    488,                0.25471,                0.19764,                0.88889,                0.98847,                0.98523,                0.99445,                0.99197,                0.12825,                0.10828,                0.75048,              0.0003772,              0.0003772,              0.0003772
                    489,                0.25512,                0.19854,                 0.8881,                0.98832,                0.98543,                0.99446,                  0.992,                0.12784,                0.10788,                0.75034,              0.0003574,              0.0003574,              0.0003574
                    490,                0.25355,                0.19728,                 0.8864,                0.98859,                0.98534,                0.99446,                0.99202,                0.12751,                0.10766,                0.75022,              0.0003376,              0.0003376,              0.0003376
                    491,                0.18531,                0.13207,                 0.8134,                0.98866,                0.98528,                0.99446,                 0.9921,                0.12716,                0.10738,                0.75007,              0.0003178,              0.0003178,              0.0003178
                    492,                0.17872,                0.12889,                0.81041,                0.98911,                0.98511,                0.99447,                 0.9921,                0.12672,                0.10712,                0.74993,               0.000298,               0.000298,               0.000298
                    493,                0.17545,                0.12704,                0.81027,                0.98908,                0.98515,                0.99447,                0.99214,                 0.1263,                0.10677,                0.74979,              0.0002782,              0.0002782,              0.0002782
                    494,                0.17301,                  0.126,                0.80818,                0.98899,                0.98551,                0.99447,                0.99217,                0.12587,                0.10641,                0.74959,              0.0002584,              0.0002584,              0.0002584
                    495,                 0.1697,                0.12265,                0.80673,                0.98895,                0.98567,                0.99448,                0.99219,                0.12548,                0.10608,                0.74944,              0.0002386,              0.0002386,              0.0002386
                    496,                0.16774,                 0.1225,                0.80766,                0.98907,                0.98574,                0.99449,                0.99222,                 0.1251,                0.10579,                0.74928,              0.0002188,              0.0002188,              0.0002188
                    497,                0.16567,                0.12075,                0.80651,                0.98895,                0.98625,                0.99449,                0.99224,                0.12465,                0.10556,                0.74909,               0.000199,               0.000199,               0.000199
                    498,                0.16383,                0.11956,                0.80666,                0.98871,                0.98645,                0.99449,                0.99229,                 0.1242,                 0.1052,                 0.7489,              0.0001792,              0.0001792,              0.0001792
                    499,                0.16181,                0.11856,                0.80404,                 0.9888,                 0.9864,                 0.9945,                0.99233,                0.12377,                0.10496,                0.74872,              0.0001594,              0.0001594,              0.0001594
                    500,                0.15914,                0.11713,                0.80455,                0.98845,                0.98671,                 0.9945,                0.99236,                0.12338,                0.10467,                0.74855,              0.0001396,              0.0001396,              0.0001396
